EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_1,FIGHTER_2,FIGHTER_1_RESULT,FIGHTER_2_RESULT,JUDGE_1,JUDGE_1_SCORE,JUDGE_2,JUDGE_2_SCORE,JUDGE_3,JUDGE_3_SCORE
UFC Fight Night: MacDonald vs Thompson ,Donald Cerrone  vs. Patrick Cote ,W/L,Welterweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/4b8c8ae61251ff83,Donald Cerrone,Patrick Cote,W,L,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Steve Bosse  vs. Sean O'Connell ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.David Therien 28 - 29.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/ad61d042c43451a8,Steve Bosse,Sean O'Connell,W,L,Chris Lee,28 - 29,David Therien,28 - 29,amato,27 - 29
UFC Fight Night: MacDonald vs Thompson ,Olivier Aubin-Mercier  vs. Thibault Gouti ,W/L,Lightweight Bout,Submission ,3,2:28,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,http://ufcstats.com/fight-details/c69c5830064fd591,Olivier Aubin-Mercier,Thibault Gouti,W,L,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Valerie Letourneau  vs. Joanne Wood ,L/W,Women's Flyweight Bout,KO/TKO ,3,2:44,3 Rnd (5-5-5),Jerin Valel,Kick to Body At Distance ,http://ufcstats.com/fight-details/fe6da751f2a4859a,Valerie Letourneau,Joanne Wood,L,W,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Jason Saggo  vs. Leandro Silva ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Pasquale Procopio 28 - 29.David Therien 29 - 28.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/2e11087e1a4f066b,Jason Saggo,Leandro Silva,W,L,Pasquale Procopio,28 - 29,David Therien,29 - 28,Doug Crosby,28 - 29
UFC Fight Night: MacDonald vs Thompson ,Misha Cirkunov  vs. Ion Cutelaba ,W/L,Light Heavyweight Bout,Submission ,3,1:22,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/911e151d1907197d,Misha Cirkunov,Ion Cutelaba,W,L,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Tamdan McCrory  vs. Krzysztof Jotko ,L/W,Middleweight Bout,KO/TKO ,1,0:59,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/68a93f8eb34f3251,Tamdan McCrory,Krzysztof Jotko,L,W,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Chris Beal  vs. Joe Soto ,L/W,Bantamweight Bout,Submission ,3,3:39,3 Rnd (5-5-5),Jerin Valel,Rear Naked Choke ,http://ufcstats.com/fight-details/4cf7792aef993be1,Chris Beal,Joe Soto,L,W,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Elias Theodorou  vs. Sam Alvey ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 28 - 29.David Therien 27 - 30.Graham Bettes 27 - 30.,http://ufcstats.com/fight-details/b2039609019496d9,Elias Theodorou,Sam Alvey,W,L,amato,28 - 29,David Therien,27 - 30,Graham Bettes,27 - 30
UFC Fight Night: MacDonald vs Thompson ,Randa Markos  vs. Jocelyn Jones-Lybarger ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Graham Bettes 27 - 30.Sal D'amato 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/afd53c8033f6ee82,Randa Markos,Jocelyn Jones-Lybarger,W,L,Graham Bettes,27 - 30,amato,28 - 29,David Therien,28 - 29
UFC Fight Night: MacDonald vs Thompson ,Colby Covington  vs. Jonathan Meunier ,W/L,Welterweight Bout,Submission ,3,0:54,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke ,http://ufcstats.com/fight-details/315b6e91a0239148,Colby Covington,Jonathan Meunier,W,L,,,,,,
UFC Fight Night: MacDonald vs Thompson ,Ali Bagautinov  vs. Geane Herrera ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Brian Beauchamp 27 - 30.Doug Crosby 27 - 30.Pasquale Procopio 27 - 30.,http://ufcstats.com/fight-details/f8b32aeb9b628d89,Ali Bagautinov,Geane Herrera,W,L,Brian Beauchamp,27 - 30,Doug Crosby,27 - 30,Pasquale Procopio,27 - 30
UFC 199: Rockhold vs. Bisping 2 ,Luke Rockhold  vs. Michael Bisping ,L/W,UFC Middleweight Title Bout,KO/TKO ,1,3:36,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/812ff38f0ed409ca,Luke Rockhold,Michael Bisping,L,W,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Dominick Cruz  vs. Urijah Faber ,W/L,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ron McCarthy 45 - 50.Jeff Mullen 45 - 50.Wade Vierra 46 - 49.,http://ufcstats.com/fight-details/9c884cbc3791bf60,Dominick Cruz,Urijah Faber,W,L,Ron McCarthy,45 - 50,Jeff Mullen,45 - 50,Wade Vierra,46 - 49
UFC 199: Rockhold vs. Bisping 2 ,Max Holloway  vs. Ricardo Lamas ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Bell 27 - 30.Derek Cleary 27 - 30.Wade Vierra 27 - 30.,http://ufcstats.com/fight-details/345b1bc51f0f5e86,Max Holloway,Ricardo Lamas,W,L,Mike Bell,27 - 30,Derek Cleary,27 - 30,Wade Vierra,27 - 30
UFC 199: Rockhold vs. Bisping 2 ,Dan Henderson  vs. Hector Lombard ,W/L,Middleweight Bout,KO/TKO ,2,1:27,3 Rnd (5-5-5),Herb Dean,Elbow to Head In Clinch ,http://ufcstats.com/fight-details/c33cc8b85b9a202c,Dan Henderson,Hector Lombard,W,L,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Dustin Poirier  vs. Bobby Green ,W/L,Lightweight Bout,KO/TKO ,1,2:53,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/e86a77b69d50a834,Dustin Poirier,Bobby Green,W,L,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Brian Ortega  vs. Clay Guida ,W/L,Featherweight Bout,KO/TKO ,3,4:40,3 Rnd (5-5-5),Herb Dean,Knee to Head At Distance ,http://ufcstats.com/fight-details/db1be0ca226d3a2f,Brian Ortega,Clay Guida,W,L,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Beneil Dariush  vs. James Vick ,W/L,Lightweight Bout,KO/TKO ,1,4:16,3 Rnd (5-5-5),Mike Beltran,Punch to Head In Clinch ,http://ufcstats.com/fight-details/2c65d5d20cc893e4,Beneil Dariush,James Vick,W,L,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Jessica Penne  vs. Jessica Andrade ,L/W,Women's Strawweight Bout,KO/TKO ,2,2:56,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/e06f96f3484ad74a,Jessica Penne,Jessica Andrade,L,W,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Cole Miller  vs. Alex Caceres ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Bell 28 - 29.Wade Vierra 28 - 29.Jeff Mullen 27 - 30.,http://ufcstats.com/fight-details/5b55a8e33199d71e,Cole Miller,Alex Caceres,L,W,Mike Bell,28 - 29,Wade Vierra,28 - 29,Jeff Mullen,27 - 30
UFC 199: Rockhold vs. Bisping 2 ,Sean Strickland  vs. Tom Breese ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jeff Mullen 28 - 29.Mike Bell 29 - 28.Wade Vierra 28 - 29.,http://ufcstats.com/fight-details/3e020d62796a7ce3,Sean Strickland,Tom Breese,W,L,Jeff Mullen,28 - 29,Mike Bell,29 - 28,Wade Vierra,28 - 29
UFC 199: Rockhold vs. Bisping 2 ,Jonathan Wilson  vs. Henrique da Silva ,L/W,Light Heavyweight Bout,KO/TKO ,2,4:11,3 Rnd (5-5-5),Mike Beltran,Punches to Head From Mount ,http://ufcstats.com/fight-details/5e794b8ef52c88cb,Jonathan Wilson,Henrique da Silva,L,W,,,,,,
UFC 199: Rockhold vs. Bisping 2 ,Kevin Casey  vs. Elvis Mutapcic ,D/D,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 28 - 29.Marcos Rosales 29 - 28.Derek Cleary 28 - 28.,http://ufcstats.com/fight-details/e640fd983577d349,Kevin Casey,Elvis Mutapcic,D,D,Ron McCarthy,28 - 29,Marcos Rosales,29 - 28,Derek Cleary,28 - 28
UFC 199: Rockhold vs. Bisping 2 ,Marco Polo Reyes  vs. Dong Hyun Ma ,W/L,Lightweight Bout,KO/TKO ,3,1:52,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/1cbb930fb77a3781,Marco Polo Reyes,Dong Hyun Ma,W,L,,,,,,
UFC Fight Night: Almeida vs Garbrandt ,Thomas Almeida  vs. Cody Garbrandt ,L/W,Bantamweight Bout,KO/TKO ,1,2:53,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/8d9b460143ae19bc,Thomas Almeida,Cody Garbrandt,L,W,,,,,,
UFC Fight Night: Almeida vs Garbrandt ,Renan Barao  vs. Jeremy Stephens ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/b2c3f1783a0c8530,Renan Barao,Jeremy Stephens,L,W,Adalaide Byrd,28 - 29,Junichiro Kamijo,28 - 29,Marcos Rosales,28 - 29
UFC Fight Night: Almeida vs Garbrandt ,Tarec Saffiedine  vs. Rick Story ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 28 - 29.Tony Weeks 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/a78ccbb549d36ddd,Tarec Saffiedine,Rick Story,L,W,amato,28 - 29,Tony Weeks,28 - 29,Chris Lee,27 - 30
UFC Fight Night: Almeida vs Garbrandt ,Chris Camozzi  vs. Vitor Miranda ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 27 - 30.Patricia Morse-Jarman 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/313801a4262f1ea5,Chris Camozzi,Vitor Miranda,W,L,Junichiro Kamijo,27 - 30,Jarman,27 - 30,Marcos Rosales,27 - 30
UFC Fight Night: Almeida vs Garbrandt ,Jorge Masvidal  vs. Lorenz Larkin ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Glenn Trowbridge 28 - 29.Adalaide Byrd 29 - 28.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/8d975de5d033ccde,Jorge Masvidal,Lorenz Larkin,L,W,Glenn Trowbridge,28 - 29,Adalaide Byrd,29 - 28,Dave Hagen,28 - 29
UFC Fight Night: Almeida vs Garbrandt ,Joshua Burkman  vs. Paul Felder ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Marcos Rosales 28 - 29.Tony Weeks 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6387fdb44c61ccdb,Joshua Burkman,Paul Felder,L,W,Marcos Rosales,28 - 29,Tony Weeks,28 - 29,Chris Lee,28 - 29
UFC Fight Night: Almeida vs Garbrandt ,Sara McMann  vs. Jessica Eye ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/934718256f4d082c,Sara McMann,Jessica Eye,W,L,Dave Hagen,27 - 30,amato,27 - 30,Junichiro Kamijo,27 - 30
UFC Fight Night: Almeida vs Garbrandt ,Abel Trujillo  vs. Jordan Rinaldi ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/f457d55f78d581f9,Abel Trujillo,Jordan Rinaldi,W,L,Chris Lee,28 - 29,Jarman,28 - 29,Glenn Trowbridge,28 - 29
UFC Fight Night: Almeida vs Garbrandt ,Jake Collier  vs. Alberto Uda ,W/L,Middleweight Bout,KO/TKO ,2,1:06,3 Rnd (5-5-5),Jason Herzog,Spinning Back Kick Body ,http://ufcstats.com/fight-details/09b8253a30360429,Jake Collier,Alberto Uda,W,L,,,,,,
UFC Fight Night: Almeida vs Garbrandt ,Erik Koch  vs. Shane Campbell ,W/L,Lightweight Bout,Submission ,2,3:02,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/5724a9cf463c8390,Erik Koch,Shane Campbell,W,L,,,,,,
UFC Fight Night: Almeida vs Garbrandt ,Aljamain Sterling  vs. Bryan Caraway ,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 28 - 29.Adalaide Byrd 29 - 28.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/6e093a1d4286dad6,Aljamain Sterling,Bryan Caraway,L,W,Tony Weeks,28 - 29,Adalaide Byrd,29 - 28,Dave Hagen,28 - 29
UFC Fight Night: Almeida vs Garbrandt ,Chris de la Rocha  vs. Adam Milstead ,L/W,Heavyweight Bout,KO/TKO ,2,4:01,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance ,http://ufcstats.com/fight-details/969970fbe24945d0,Chris de la Rocha,Adam Milstead,L,W,,,,,,
UFC 198: Werdum vs Miocic ,Fabricio Werdum  vs. Stipe Miocic ,L/W,UFC Heavyweight Title Bout,KO/TKO ,1,2:47,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head In Clinch ,http://ufcstats.com/fight-details/e27504d07ebbc441,Fabricio Werdum,Stipe Miocic,L,W,,,,,,
UFC 198: Werdum vs Miocic ,Jacare Souza  vs. Vitor Belfort ,W/L,Middleweight Bout,KO/TKO ,1,4:38,3 Rnd (5-5-5),Osiris Maia,Punches to Head From Mount ,http://ufcstats.com/fight-details/80c4f70b7f7a1945,Jacare Souza,Vitor Belfort,W,L,,,,,,
UFC 198: Werdum vs Miocic ,Cristiane Justino  vs. Leslie Smith ,W/L,Catch Weight Bout,KO/TKO ,1,1:21,3 Rnd (5-5-5),Eduardo Herdy,Punch to Head In Clinch ,http://ufcstats.com/fight-details/ee9e4f8523a484a6,Cristiane Justino,Leslie Smith,W,L,,,,,,
UFC 198: Werdum vs Miocic ,Mauricio Rua  vs. Corey Anderson ,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Otto Torriero 28 - 29.Hallison Pontes 29 - 28.Joseph Terrell 28 - 29.,http://ufcstats.com/fight-details/8ec7d82619bfb564,Mauricio Rua,Corey Anderson,W,L,Otto Torriero,28 - 29,Hallison Pontes,29 - 28,Joseph Terrell,28 - 29
UFC 198: Werdum vs Miocic ,Warlley Alves  vs. Bryan Barberena ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Tony Weeks 28 - 29.Otto Torriero 28 - 29.Hallison Pontes 28 - 29.,http://ufcstats.com/fight-details/93026e3763542c05,Warlley Alves,Bryan Barberena,L,W,Tony Weeks,28 - 29,Otto Torriero,28 - 29,Hallison Pontes,28 - 29
UFC 198: Werdum vs Miocic ,Demian Maia  vs. Matt Brown ,W/L,Welterweight Bout,Submission ,3,4:31,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,http://ufcstats.com/fight-details/9231cef371b89a46,Demian Maia,Matt Brown,W,L,,,,,,
UFC 198: Werdum vs Miocic ,Thiago Santos  vs. Nate Marquardt ,W/L,Middleweight Bout,KO/TKO ,1,3:39,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head In Clinch ,http://ufcstats.com/fight-details/e99f92b92e90b228,Thiago Santos,Nate Marquardt,W,L,,,,,,
UFC 198: Werdum vs Miocic ,Francisco Trinaldo  vs. Yancy Medeiros ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Glenn Trowbridge 26 - 29.Joseph Terrell 27 - 30.Hallison Pontes 26 - 30.,http://ufcstats.com/fight-details/65d777a16fce2be8,Francisco Trinaldo,Yancy Medeiros,W,L,Glenn Trowbridge,26 - 29,Joseph Terrell,27 - 30,Hallison Pontes,26 - 30
